"rid","us_area_m2","var_area_m2"
701293819,646584.811333973,646584.811334
701293821,39053348.3525505,39053348.352548
701293826,36274740.9901154,36274740.990114
701293827,887204.471711006,887204.471711
701293829,126896.926645317,126896.926645
701293832,591424.768547248,591424.768547
701293833,721502.492067313,721502.492067
701293834,5508997.58836805,5508997.588368
701293839,6239370.60328747,6239370.603288
701293847,37901725.0349825,37901725.03498
701293851,2792430.47518206,2792430.475182
701293852,537004.04357645,537004.043576
701293853,1803814.20778164,1803814.207782
701293855,996913.427177876,996913.427178
701293857,176527950.386482,176527950.386494
701293860,560147.471032903,560147.471033
701293867,37153524.0279336,37153524.027932
701293868,186860.765500709,186860.765501
701293869,274607.881488804,274607.881489
701293874,2716778.4753943,2716778.475396
701293875,37153524.0279336,37153524.027932
701293880,209959.305070587,209959.305071
701293882,2792430.47518206,2792430.475182
701293886,248962.650079831,248962.65008
701293888,489464.47469976,489464.4747
701293889,389808.134625211,389808.134625
701293890,613723.824317031,613723.824317
701293891,39053348.3525505,39053348.352548
701293893,591424.768547248,591424.768547
701293898,2825351.56894697,2825351.568947
701293904,37901725.0349825,37901725.03498
701293911,40791573.0205441,40791573.020541
701293930,1027514.31302033,1027514.31302
701293932,300853.904873058,300853.904873
701293934,40791573.0205441,40791573.020541
701293943,398577.166565907,398577.166565
701293946,1506038.5736455,1506038.573645
701293948,234053.073011506,234053.073012
701293950,1491638.09582587,1491638.095826
701293953,37153524.0279336,37153524.027932
701293955,37193319.593216,37193319.593214
701293957,537004.04357645,537004.043576
701293959,37868177.2531103,37868177.253108
701293961,37901725.0349825,37901725.03498
701293963,674857.659894337,674857.659894
701293965,37153524.0279336,37153524.027932
701293972,1632733.01444178,1632733.014441
701293974,898140.423372313,898140.423372
701293977,398577.166565907,398577.166565
701293980,40791573.0205441,40791573.020541
701293981,3112644.8767782,3112644.876779
701293984,315649.290630567,315649.290631
701293985,2716778.4753943,2716778.475396
701293996,398577.166565907,398577.166565
701293998,3180179.80049086,3180179.800491
701294002,59956.0450531561,59956.045053
701294004,5508997.58836805,5508997.588368
701294006,1517043.33723139,1517043.337231
701294008,119716.174288712,119716.174289
701294011,77389.8396397941,77389.83964
701294013,176527950.386482,176527950.386494
701294016,2716778.4753943,2716778.475396
701294028,2751145.16590212,2751145.165904
701294029,398577.166565907,398577.166565
701294030,5508997.58836805,5508997.588368
701294032,1492783.74254439,1492783.742544
701294035,157209.230943993,157209.230944
701294046,147834.987033851,147834.987034
701294048,448690.621786854,448690.621787
701294055,14188.8256816285,14188.825682
701294069,493345.624665938,493345.624666
701294073,315649.290630567,315649.290631
701294074,3928695.46297587,3928695.462975
701294076,148150.487111513,148150.487112
701294079,199202.555276055,199202.555276
701294081,4196843.50766968,4196843.50767
701294083,1995819.30290699,1995819.302906
701294088,123827.609811213,123827.609811
701294093,781289.412763269,781289.412764
701294098,3149722.33246803,3149722.332469
701294100,5508997.58836805,5508997.588368
701294102,3112644.8767782,3112644.876779
701294103,40791573.0205441,40791573.020541
701294116,5508997.58836805,5508997.588368
701294121,181.917423062027,181.917423
701294123,44941.7625068817,44941.762507
701294125,537004.04357645,537004.043576
701294127,176654262.492136,176654262.492148
701294129,1720036.05956764,1720036.059568
701294131,1821514.23081016,1821514.23081
701294135,3965835.61374219,3965835.613743
701294136,3112644.8767782,3112644.876779
701294138,3965835.61374219,3965835.613743
701294140,862743.896237331,862743.896237
701294142,324282.483489458,324282.483489
701294144,40791573.0205441,40791573.020541
701294154,47105888.2189617,47105888.218961
701294156,2445815.85134944,2445815.851349
701294161,106682.226956391,106682.226956
701294163,125876.341780701,125876.341781
701294164,8726386.11261257,8726386.112613
701294166,6239370.60328747,6239370.603288
701294168,3965835.61374219,3965835.613743
701294173,4192207.10623624,4192207.106236
701294175,3112644.8767782,3112644.876779
701294177,40791573.0205441,40791573.020541
701294181,42642207.3112692,42642207.311267
701294183,73386.7527949847,73386.752795
701294186,183406.161289899,183406.16129
701294188,4444561.75565375,4444561.755653
701294192,3112644.8767782,3112644.876779
701294194,977032.25971844,977032.259718
701294195,40791573.0205441,40791573.020541
701294203,537004.04357645,537004.043576
701294206,147439.733982477,147439.733982
701294214,350799.004527445,350799.004528
701294216,65936.7032881333,65936.703288
701294220,49958536.5752102,49958536.575209
701294221,147439.733982477,147439.733982
701294224,77231.3836142253,77231.383614
701294226,40791573.0205441,40791573.020541
701294236,1595749.07534905,1595749.075349
701294237,8244.91513527697,8244.915135
701294242,495675.225387713,495675.225388
701294245,1394054.46170836,1394054.461708
701294246,42968177.0581294,42968177.058127
701294252,157209.230943993,157209.230944
701294259,2869818.35931846,2869818.359319
701294268,65936.7032881333,65936.703288
701294270,296347.748554302,296347.748554
701294272,215464.842526015,215464.842526
701294274,2825351.56894697,2825351.568947
701294275,296347.748554302,296347.748554
701294277,1190168.77596218,1190168.775961
701294280,4705097.19315114,4705097.19315
701294287,1821514.23081016,1821514.23081
701294294,77231.3836142253,77231.383614
701294298,47372.3942618351,47372.394262
701294300,279262.0488946,279262.048895
701294303,77231.3836142253,77231.383614
701294305,389848.807728566,389848.807729
701294307,225799.103623569,225799.103624
701294313,878393.728611298,878393.728611
701294315,65936.7032881333,65936.703288
701294317,123827.609811213,123827.609811
701294319,42968177.0581294,42968177.058127
701294321,4705097.19315114,4705097.19315
701294331,1394054.46170836,1394054.461708
701294333,560690.059725743,560690.059726
701294335,824214.38065121,824214.380651
701294336,269528.256437356,269528.256437
701294338,5438986.82618233,5438986.826181
701294340,519262.032996032,519262.032997
701294341,1607165.67917143,1607165.679171
701294351,157209.230943993,157209.230944
701294356,2825351.56894697,2825351.568947
701294358,1245885.33684145,1245885.336841
701294363,2132252.61745056,2132252.617452
701294369,2160616.86213767,2160616.862138
701294370,5508997.58836805,5508997.588368
701294372,1558096.083544,1558096.083544
701294374,215464.842526015,215464.842526
701294376,2160616.86213767,2160616.862138
701294378,183308.546392718,183308.546393
701294383,49958536.5752102,49958536.575209
701294386,82445.3055532323,82445.305553
701294396,183308.546392718,183308.546393
701294397,1569077.88914407,1569077.889144
701294398,187224251.279174,187224251.279187
701294400,1394054.46170836,1394054.461708
701294407,805855.512309894,805855.51231
701294409,646082.721648461,646082.721648
701294412,647093.713572467,647093.713572
701294416,145905.181421619,145905.181422
701294421,77231.3836142253,77231.383614
701294427,416853.436150954,416853.436151
701294429,1583192.99632855,1583192.996329
701294438,2132252.61745056,2132252.617452
701294440,344631.783118251,344631.783119
701294444,1064786.8120171,1064786.812018
701294445,674857.659894337,674857.659894
701294446,157209.230943993,157209.230944
701294448,110451.216601312,110451.216601
701294451,10497003.433357,10497003.433357
701294452,10101438.3854034,10101438.385403
701294453,366648.442363232,366648.442363
701294455,355080.666992654,355080.666993
701294457,107539.994869255,107539.994869
701294459,107539.994869255,107539.994869
701294461,47733381.201737,47733381.201734
701294464,515350.487933353,515350.487933
701294466,5207208.02004901,5207208.020049
701294472,215464.842526015,215464.842526
701294474,49958536.5752102,49958536.575209
701294475,171505.501843628,171505.501844
701294477,171505.501843628,171505.501844
701294485,1821514.23081016,1821514.23081
701294488,975680.855774945,975680.855774
701294490,6373540.69727177,6373540.697271
701294494,546606.307667637,546606.307668
701294496,4325594.6242257,4325594.624226
701294507,183308.546392718,183308.546393
701294512,392083.121888835,392083.121889
701294514,280978.468011219,280978.468011
701294516,3965835.61374219,3965835.613743
701294518,5850667.45162071,5850667.451619
701294525,5508997.58836805,5508997.588368
701294531,9018.38930989243,9018.38931
701294533,9018.38930989243,9018.38931
701294535,5461888.89957986,5461888.89958
701294536,183308.546392718,183308.546393
701294538,5278580.35318714,5278580.353187
701294539,9018.38930989243,9018.38931
701294540,5269561.96387724,5269561.963877
701294546,1821514.23081016,1821514.23081
701294555,245449.382709506,245449.38271
701294559,458846.532864004,458846.532864
701294561,15161374.1276798,15161374.127681
701294563,273302.091863889,273302.091864
701294566,5263497.76748649,5263497.767486
701294574,5263497.76748649,5263497.767486
701294581,465259.121034011,465259.121034
701294586,47940921.0135467,47940921.013543
701294587,612274.693256752,612274.693257
701294589,459246.098980689,459246.098981
701294591,1224577.79063222,1224577.790632
701294592,2825351.56894697,2825351.568947
701294597,99239.5706847012,99239.570685
701294599,804670.828888169,804670.828889
701294600,475751.536046444,475751.536046
701294602,5087468.91844699,5087468.918447
701294603,2160616.86213767,2160616.862138
701294606,1224577.79063222,1224577.790632
701294612,2078822.957033,2078822.957033
701294616,2919230.96551492,2919230.965515
701294629,99239.5706847012,99239.570685
701294632,2078822.957033,2078822.957033
701294633,7070976.57275948,7070976.572759
701294634,79361.5156319574,79361.515632
701294635,7115754.85736955,7115754.857369
701294642,4891110.0288062,4891110.028806
701294645,472588.206534594,472588.206535
701294649,1771661.56152342,1771661.561524
701294652,158754.863572471,158754.863572
701294654,5034099.54310814,5034099.543109
701294656,4801926.54979886,4801926.549799
701294657,7171084.79309312,7171084.793093
701294659,1921604.67521687,1921604.675217
701294661,253104.496007404,253104.496007
701294663,4801926.54979886,4801926.549799
701294668,2132252.61745056,2132252.617452
701294676,15071.1235241462,15071.123524
701294677,5321369.42922453,5321369.429225
701294679,77231.3836142253,77231.383614
701294682,72372.6478831851,72372.647883
701294684,1665172.41846596,1665172.418466
701294686,10358729.2641584,10358729.264158
701294687,619822.488638454,619822.488638
701294689,146086.17839852,146086.178399
701294693,234053.073011506,234053.073012
701294697,236459.895893902,236459.895894
701294699,202848.734356666,202848.734357
701294709,15774005.8310839,15774005.831085
701294712,8138560.33810931,8138560.338108
701294716,2825351.56894697,2825351.568947
701294725,211818.604334037,211818.604334
701294728,1086685.77943086,1086685.779431
701294735,4530365.07841552,4530365.078416
701294740,488999.448731355,488999.448731
701294744,15486714.5090227,15486714.509024
701294747,154740.443534436,154740.443534
701294749,15071.1235241462,15071.123524
701294751,16032117.9409179,16032117.94092
701294752,211818.604334037,211818.604334
701294754,361857.306369902,361857.30637
701294757,15774005.8310839,15774005.831085
701294759,997626.290298052,997626.290298
701294763,393650.642445683,393650.642446
701294767,15774005.8310839,15774005.831085
701294777,8138560.33810931,8138560.338108
701294781,202848.734356666,202848.734357
701294784,16032117.9409179,16032117.94092
701294788,8140852.26990226,8140852.269901
701294789,202848.734356666,202848.734357
701294799,8343701.00425892,8343701.004258
701294801,572448.7399344,572448.739934
701294802,1983002.58930116,1983002.589302
701294804,1755904.59287446,1755904.592874
701294808,1221169.34742033,1221169.347421
701294811,6411387.45989539,6411387.459895
701294814,285514.836064359,285514.836064
701294817,285514.836064359,285514.836064
701294818,8004924.58318649,8004924.583186
701294820,1733079.11909052,1733079.11909
701294823,6411387.45989539,6411387.459895
701294825,586722.147257688,586722.147258
701294839,4530365.07841552,4530365.078416
701294843,67954.3305435665,67954.330544
701294846,1821514.23081016,1821514.23081
701294848,1224577.79063222,1224577.790632
701294851,67954.3305435665,67954.330544
701294852,3048476.33242014,3048476.332421
701294860,599966.832141865,599966.832141
701294865,2980522.00187657,2980522.001877
701294872,2979570.455826,2979570.455826
701294874,1221169.34742033,1221169.347421
701294876,145905.181421619,145905.181422
701294880,2825351.56894697,2825351.568947
701294886,105070.31808681,105070.318087
701294890,646938.056367918,646938.056368
701294892,38244.0005630164,38244.000563
701294894,194114.264731375,194114.264731
701294896,638632.493805469,638632.493805
701294899,1785515.40951667,1785515.409517
701294901,738654.978832279,738654.978832
701294904,1221169.34742033,1221169.347421
701294906,12161646.165552,12161646.165552
701294907,749735.020092035,749735.020091
701294911,594744.377006656,594744.377007
701294916,608548.13632879,608548.136329
701294922,765669.187089287,765669.187089
701294925,213129.422102001,213129.422102
701294927,15071.1235241462,15071.123524
701294929,158754.863572471,158754.863572
701294933,1221169.34742033,1221169.347421
701294935,765669.187089287,765669.187089
701294937,811752.732330959,811752.732331
701294939,5557333.6728062,5557333.672806
701294942,356210.585089257,356210.585089
701294944,427151.731008105,427151.731008
701294946,213129.422102001,213129.422102
701294951,2979570.455826,2979570.455826
701294954,5557333.6728062,5557333.672806
701294958,4701272.55833366,4701272.558332
701294965,173805.436415099,173805.436415
701294968,754322.264449998,754322.26445
701294969,3114171.69816121,3114171.698161
701294970,107031.550854748,107031.550855
701294973,830903.495928207,830903.495928
701294978,5667854.36308541,5667854.363085
701294979,213129.422102001,213129.422102
701294987,51123329.8988057,51123329.898804
701294988,5881914.00210176,5881914.002101
701294993,830903.495928207,830903.495928
701294995,811752.732330959,811752.732331
701295002,31304.038772475,31304.038772
701295003,2825351.56894697,2825351.568947
701295011,393650.642445683,393650.642446
701295016,1665634.7930338,1665634.793034
701295019,586722.147257688,586722.147258
701295021,562850.944402808,562850.944403
701295031,1665634.7930338,1665634.793034
701295034,1665634.7930338,1665634.793034
701295036,189123735.068612,189123735.068625
701295038,112632.896117264,112632.896117
701295040,2645130.47982993,2645130.47983
701295042,435059.061618458,435059.061618
701295048,3114171.69816121,3114171.698161
701295051,6230781.26676708,6230781.266766
701295057,1191471.74093016,1191471.740929
701295059,47940921.0135467,47940921.013543
701295060,3056564.03278241,3056564.032784
701295062,811752.732330959,811752.732331
701295069,197691.571710366,197691.57171
701295070,3197682.28927818,3197682.289278
701295073,3371487.72569328,3371487.725693
701295078,51123329.8988057,51123329.898804
701295081,608548.13632879,608548.136329
701295082,2825351.56894697,2825351.568947
701295084,3467518.10175889,3467518.101759
701295090,601253.155165772,601253.155165
701295091,112632.896117264,112632.896117
701295095,173805.436415099,173805.436415
701295098,173805.436415099,173805.436415
701295100,3467518.10175889,3467518.101759
701295102,393650.642445683,393650.642446
701295117,4479426.81781194,4479426.817812
701295121,105070.31808681,105070.318087
701295126,335548.055766772,335548.055767
701295128,4479426.81781194,4479426.817812
701295135,2979570.455826,2979570.455826
701295138,6230781.26676708,6230781.266766
701295147,178275.2892404,178275.28924
701295154,8419387.81133026,8419387.811329
701295156,6411387.45989539,6411387.459895
701295158,12915599.6189056,12915599.618905
701295159,812693.639000616,812693.639
701295160,173805.436415099,173805.436415
701295162,197691.571710366,197691.57171
701295164,335548.055766772,335548.055767
701295166,173805.436415099,173805.436415
701295171,1046472.60818473,1046472.608185
701295178,258679.074545702,258679.074546
701295181,605099.6063656,605099.606366
701295182,173805.436415099,173805.436415
701295191,619981.28400207,619981.284002
701295198,74952.8238687571,74952.823869
701295201,6230781.26676708,6230781.266766
701295206,107031.550854748,107031.550855
701295208,1220026.3023636,1220026.302364
701295216,619981.28400207,619981.284002
701295220,681057.633148898,681057.633149
701295222,3384154.60423837,3384154.604237
701295223,1515221.26433811,1515221.264339
701295226,1515221.26433811,1515221.264339
701295228,1515221.26433811,1515221.264339
701295229,1515221.26433811,1515221.264339
701295231,2025138.67395149,2025138.673952
701295233,1515221.26433811,1515221.264339
701295235,472588.206534594,472588.206535
701295238,997626.290298052,997626.290298
701295240,462642.954907171,462642.954907
701295242,51123329.8988057,51123329.898804
701295243,931548.09034812,931548.090348
701295246,6230781.26676708,6230781.266766
701295250,462642.954907171,462642.954907
701295254,1827034.08335379,1827034.083355
701295256,1665634.7930338,1665634.793034
701295258,335616.342927679,335616.342928
701295260,2645130.47982993,2645130.47983
701295261,608548.13632879,608548.136329
701295262,465470.515159312,465470.515159
701295266,1273597.80271095,1273597.802712
701295268,1315147.88293317,1315147.882934
701295272,192182503.810544,192182503.810558
701295281,1315147.88293317,1315147.882934
701295283,192182503.810544,192182503.810558
701295284,16032117.9409179,16032117.94092
701295286,245449.382709506,245449.38271
701295295,10475.3203531466,10475.320353
701295297,997626.290298052,997626.290298
701295298,17097381.708829,17097381.708832
701295299,10475.3203531466,10475.320353
701295302,830903.495928207,830903.495928
701295304,931548.09034812,931548.090348
701295313,830903.495928207,830903.495928
701295316,2498877.11785328,2498877.117853
701295320,17097381.708829,17097381.708832
701295323,6230781.26676708,6230781.266766
701295327,51123329.8988057,51123329.898804
701295329,10475.3203531466,10475.320353
701295333,605099.6063656,605099.606366
701295334,10475.3203531466,10475.320353
701295338,2645130.47982993,2645130.47983
701295342,615348.552654778,615348.552655
701295344,997626.290298052,997626.290298
701295350,112632.896117264,112632.896117
701295358,80891.9622681825,80891.962268
701295360,4479426.81781194,4479426.817812
701295361,206861.845871559,206861.845872
701295364,2498877.11785328,2498877.117853
701295370,822879.023840066,822879.023841
701295374,324253.01162488,324253.011625
701295375,13844796.2945262,13844796.294525
701295377,605099.6063656,605099.606366
701295385,14493554.15956,14493554.159559
701295387,105070.31808681,105070.318087
701295390,206861.845871559,206861.845872
701295394,737840.35977867,737840.359779
701295395,6230781.26676708,6230781.266766
701295397,981914.377436431,981914.377437
701295398,2825351.56894697,2825351.568947
701295399,12511406.0013424,12511406.001341
701295410,14493554.15956,14493554.159559
701295413,324267.19041597,324267.190416
701295415,406229.690358944,406229.690359
701295417,1128463.82935582,1128463.829356
701295418,4614390.21732152,4614390.217321
701295421,2498877.11785328,2498877.117853
701295423,206861.845871559,206861.845872
701295427,684032.699827886,684032.699828
701295433,190982.053550316,190982.05355
701295436,3932101.58981294,3932101.589812
701295438,6514876.87242617,6514876.872424
701295439,4463470.1553837,4463470.155383
701295445,232588.582700278,232588.5827
701295449,684032.699827886,684032.699828
701295456,569860.895463041,569860.895463
701295468,4614390.21732152,4614390.217321
701295473,5162354.02875607,5162354.028756
701295475,5162354.02875607,5162354.028756
701295478,605718.340208395,605718.340208
701295479,10475.3203531466,10475.320353
701295480,9520616.76703693,9520616.767036
701295481,5162354.02875607,5162354.028756
701295486,113765.667727018,113765.667727
701295487,465171.475650799,465171.47565
701295489,5187168.40200452,5187168.402004
701295490,232588.582700278,232588.5827
701295496,5419756.9847048,5419756.984704
701295498,994897.023990959,994897.023991
701295500,238936.627516629,238936.627517
701295501,1556912.4609612,1556912.460962
701295505,41760.5297040513,41760.529704
701295508,465171.475650799,465171.47565
701295516,238873.744541924,238873.744542
701295520,737840.35977867,737840.359779
701295525,1833004.29759594,1833004.297595
701295529,1556912.4609612,1556912.460962
701295531,1963537.11373997,1963537.113739
701295535,5499667.1133457,5499667.113345
701295539,238873.744541924,238873.744542
701295541,240323.949854124,240323.949854
701295553,41760.5297040513,41760.529704
701295556,152175.443411749,152175.443412
701295558,206861.845871559,206861.845872
701295560,496198.969709629,496198.96971
701295561,112632.896117264,112632.896117
701295565,1034282.96306538,1034282.963065
701295568,5499667.1133457,5499667.113345
701295573,5499667.1133457,5499667.113345
701295578,5499667.1133457,5499667.113345
701295583,413697.740072653,413697.740073
701295595,240323.949854124,240323.949854
701295596,12510877.6078303,12510877.607828
701295597,737840.35977867,737840.359779
701295601,11940825.7237199,11940825.723718
701295602,684032.699827886,684032.699828
701295603,49723109.4830915,49723109.483087
701295605,811752.732330959,811752.732331
701295610,31242.1203828815,31242.120383
701295617,997626.290298052,997626.290298
701295622,413754.412090188,413754.412091
701295626,193713835.561287,193713835.561301
701295628,413754.412090188,413754.412091
701295630,685066.871766935,685066.871767
701295632,1708025.46508281,1708025.465084
701295633,496198.969709629,496198.96971
701295637,5499667.1133457,5499667.113345
701295642,31242.1203828815,31242.120383
701295646,500657.885135938,500657.885136
701295648,769949.006934045,769949.006934
701295650,1122784.10272343,1122784.102723
701295657,413697.740072653,413697.740073
701295663,112632.896117264,112632.896117
701295664,9502974.72909434,9502974.729094
701295665,594744.377006656,594744.377007
701295667,3816465.66752572,3816465.667526
701295668,389759.179371136,389759.179371
701295673,10908356.1579606,10908356.157959
701295678,12961307.0720495,12961307.072048
701295679,113765.667727018,113765.667727
701295681,1034282.96306538,1034282.963065
701295684,8920555.54137161,8920555.541369
701295686,997606.142531749,997606.142532
701295691,1198723.74180688,1198723.741807
701295693,931548.09034812,931548.090348
701295699,194262492.252163,194262492.252178
701295701,432393.714322194,432393.714322
701295703,769949.006934045,769949.006934
701295704,72754.1527920216,72754.152792
701295712,2441021.44341983,2441021.443421
701295715,165890.148693936,165890.148694
701295727,194262492.252163,194262492.252178
701295733,463538.505158426,463538.505158
701295734,9358335.31005956,9358335.310059
701295738,17097381.708829,17097381.708832
701295740,13642443.0320208,13642443.032019
701295746,463538.505158426,463538.505158
701295749,9961.64089992084,9961.6409
701295756,348775.148495689,348775.148496
701295758,904255.489346375,904255.489346
701295761,332813869.501635,332813869.501646
701295762,70759.356135695,70759.356136
701295766,17126179.17298,17126179.172983
701295768,10908356.1579606,10908356.157959
701295769,70759.356135695,70759.356136
701295770,2700386.1391902,2700386.139191
701295772,1403444.93232026,1403444.93232
701295774,9961.64089992084,9961.6409
701295779,830903.495928207,830903.495928
701295780,5706061.68271205,5706061.682711
701295781,9217765.76421576,9217765.764215
701295786,1403444.93232026,1403444.93232
701295787,9961.64089992084,9961.6409
701295792,282566.9721322,282566.972132
701295798,30623.1777827672,30623.177783
701295800,1394054.46170836,1394054.461708
701295802,2331702.71620048,2331702.716201
701295806,252409.102883982,252409.102884
701295807,12656192.0792816,12656192.079279
701295811,17902790.4135027,17902790.413506
701295813,3726574.57814141,3726574.578142
701295817,266834.695611262,266834.695611
701295819,282566.9721322,282566.972132
701295821,17642360.3763105,17642360.376314
701295823,4308664.08137196,4308664.081372
701295837,332813869.501635,332813869.501646
701295839,252409.102883982,252409.102884
701295840,9961.64089992084,9961.6409
701295844,389759.179371136,389759.179371
701295849,10459918.8971434,10459918.897141
701295854,594744.377006656,594744.377007
701295857,449720.350671861,449720.350672
701295859,3816465.66752572,3816465.667526
701295861,252409.102883982,252409.102884
701295863,302833.126535375,302833.126535
701295864,51123329.8988057,51123329.898804
701295865,50981.3150166217,50981.315017
701295866,14109773.0888962,14109773.088894
701295872,9961.64089992084,9961.6409
701295874,9961.64089992084,9961.6409
701295875,413221.962144088,413221.962144
701295877,100560.675307287,100560.675307
701295885,249841.799880569,249841.799881
701295891,252409.102883982,252409.102884
701295895,252409.102883982,252409.102884
701295896,332813869.501635,332813869.501646
701295899,201714.797452915,201714.797453
701295900,303537.270917762,303537.270918
701295905,1198995.98412812,1198995.984128
701295916,14881363.340352,14881363.34035
701295923,391550.245710565,391550.245711
701295927,232874.919945038,232874.919945
701295932,391550.245710565,391550.245711
701295934,332813869.501635,332813869.501646
701295936,1204096.70680985,1204096.70681
701295939,481996.344448449,481996.344448
701295941,490357.365737883,490357.365738
701295946,1034282.96306538,1034282.963065
701295948,404894.699357929,404894.699358
701295954,7549418.97725293,7549418.977252
701295962,348775.148495689,348775.148496
701295964,4922950.39189146,4922950.39189
701295965,137965463.728186,137965463.72818
701295967,62110.6903270781,62110.690327
701295972,404894.699357929,404894.699358
701295975,18770182.203868,18770182.203871
701295976,16242175.3403395,16242175.340338
701295977,7549418.97725293,7549418.977252
701295981,303856.987035397,303856.987036
701295982,2438336.57364812,2438336.573648
701295984,944302.148836484,944302.148836
701295989,391550.245710565,391550.245711
701295993,18883472.1667286,18883472.166732
701295996,24692804.1752607,24692804.175258
701295998,1.34602410031948,1.346024
701295999,24941529.7143537,24941529.714351
701296005,1769449.41248847,1769449.412489
701296006,4308664.08137196,4308664.081372
701296008,243997.203812962,243997.203813
701296010,391550.245710565,391550.245711
701296014,3523680.11055942,3523680.110559
701296015,753942.753162708,753942.753163
701296019,419387.062225942,419387.062226
701296023,232874.919945038,232874.919945
701296027,137483346.619019,137483346.619013
701296029,131228.111705143,131228.111705
701296038,279353343.978773,279353343.978758
701296042,232874.919945038,232874.919945
701296047,279353343.978773,279353343.978758
701296048,279353343.978773,279353343.978758
701296053,1.34602410031948,1.346024
701296055,1303125.28660727,1303125.286607
701296056,997626.290298052,997626.290298
701296059,302578.983903922,302578.983904
701296064,25001256.0375948,25001256.037592
701296068,18883472.1667286,18883472.166732
701296070,1609413.67927994,1609413.67928
701296072,247510.42231832,247510.422318
701296076,279353343.978773,279353343.978758
701296077,539540.447395882,539540.447396
701296078,14881363.340352,14881363.34035
701296081,55410.983819548,55410.98382
701296083,201714.797452915,201714.797453
701296097,175344.615835968,175344.615836
701296100,3405230.23876501,3405230.238765
701296106,279353343.978773,279353343.978758
701296107,336981.423100688,336981.423101
701296109,1833004.29759594,1833004.297595
701296112,1303125.28660727,1303125.286607
701296123,753942.753162708,753942.753163
701296130,8191.59453145135,8191.594531
701296132,198731.131171202,198731.131171
701296136,26917183.8590649,26917183.859062
701296142,1489464.04176777,1489464.041768
701296145,27157793.5080954,27157793.508092
701296146,3523680.11055942,3523680.110559
701296148,279353343.978773,279353343.978758
701296149,5171231.35835938,5171231.35836
701296151,137224575.279678,137224575.279673
701296152,388627.664332763,388627.664332
701296162,11275.7505990905,11275.750599
701296169,476291.495770443,476291.49577
701296171,14493554.15956,14493554.159559
701296176,388627.664332763,388627.664332
701296177,589785.330581476,589785.330581
701296179,38380.1909593139,38380.190959
701296181,55410.983819548,55410.98382
701296183,1064039.80659372,1064039.806592
701296190,27408680.2953513,27408680.295348
701296195,11275.7505990905,11275.750599
701296202,177492.135842364,177492.135842
701296206,50981.3150166217,50981.315017
701296210,27408680.2953513,27408680.295348
701296211,1303125.28660727,1303125.286607
701296214,398651.079197026,398651.079198
701296215,279353343.978773,279353343.978758
701296217,249841.799880569,249841.799881
701296221,110415.704207346,110415.704207
701296222,1318810.88586319,1318810.885863
701296223,686658.756136082,686658.756136
701296224,534377.089127087,534377.089128
701296226,224437.059839981,224437.05984
701296232,171311.348093133,171311.348093
701296240,27408680.2953513,27408680.295348
701296242,171311.348093133,171311.348093
701296243,419387.062225942,419387.062226
701296247,3405230.23876501,3405230.238765
701296254,2735914.22492617,2735914.224926
701296256,1255878.87839137,1255878.878391
701296257,1064039.80659372,1064039.806592
701296260,55410.983819548,55410.98382
701296264,10862329.8442205,10862329.844219
701296272,3294595.38150652,3294595.381506
701296279,378788.798823917,378788.798824
701296280,27799331.8592006,27799331.859197
701296283,112077.309140236,112077.30914
701296284,753942.753162708,753942.753163
701296289,10862329.8442205,10862329.844219
701296297,753942.753162708,753942.753163
701296301,1303125.28660727,1303125.286607
701296306,389759.179371136,389759.179371
701296307,3312562.85278555,3312562.852785
701296308,2206639.84526851,2206639.845268
701296312,2735914.22492617,2735914.224926
701296315,501367.14405019,501367.14405
701296318,5171231.35835938,5171231.35836
701296322,275703618.417296,275703618.417281
701296323,28009297.0978025,28009297.097799
701296330,275703618.417296,275703618.417281
701296337,3312562.85278555,3312562.852785
701296342,136983237.350511,136983237.350506
701296344,171798.982264913,171798.982265
701296351,262147632.781404,262147632.78139
701296352,14881363.340352,14881363.34035
701296353,3847381.08373368,3847381.083734
701296358,501367.14405019,501367.14405
701296360,501367.14405019,501367.14405
701296362,389759.179371136,389759.179371
701296370,1769449.41248847,1769449.412489
701296373,273170730.955256,273170730.955241
701296374,12813443.5273261,12813443.527324
701296376,206410.944623288,206410.944623
701296378,2645130.47982993,2645130.47983
701296380,1532693.79879517,1532693.798795
701296383,1489464.04176777,1489464.041768
701296384,274534842.162233,274534842.162218
701296385,261369829.607551,261369829.607537
701296386,260846029.373726,260846029.373711
701296388,1085691.68907715,1085691.689077
701296391,1085691.68907715,1085691.689077
701296396,1303125.28660727,1303125.286607
701296404,3847381.08373368,3847381.083734
701296412,116482.129706647,116482.129707
701296414,274534842.162233,274534842.162218
701296415,69516.4479608769,69516.447961
701296416,274781351.881088,274781351.881073
701296420,94197.0038687466,94197.003869
701296423,1769449.41248847,1769449.412489
701296428,274781351.881088,274781351.881073
701296434,1068550.96557984,1068550.96558
701296436,352841.049448967,352841.049449
701296438,273628110.152783,273628110.152768
701296439,274233343.806476,274233343.806461
701296440,553156.933679488,553156.933679
701296442,89667.2924575983,89667.292458
701296444,273628110.152783,273628110.152768
701296448,501961.82416899,501961.824169
701296454,15019782.6423161,15019782.642315
701296456,1255878.87839137,1255878.878391
701296458,88405.80968219,88405.809682
701296459,260846029.373726,260846029.373711
701296461,1704639.88169093,1704639.881691
701296462,94187.9054372013,94187.905437
701296465,28009297.0978025,28009297.097799
