"rid","us_strm_crossings"
701749299,1.00298459899061e-05
701749301,6.15981340706368e-06
701749304,1.76951564592304e-06
701749308,2.46956233094538e-06
701749311,2.94975949346791e-06
701749313,7.19548238258453e-06
701749315,3.06963490067644e-07
701749318,0
701749333,2.50720391107624e-06
701749335,3.14451803919185e-06
701749337,0
701749338,0
701749346,1.36621050717624e-06
701749349,1.75722578796421e-06
701749350,6.66330532016862e-06
701749351,4.23519351834803e-06
701749353,2.19189342110425e-06
701749356,1.4062080880723e-06
701749361,9.27639848211845e-07
701749362,1.99644764535457e-06
701749363,3.77657490765981e-06
701749366,2.12134579346211e-06
701749371,1.36621050717624e-06
701749372,1.75681119692734e-06
701749374,1.75703016557472e-06
701749375,5.61688961440862e-06
701749376,1.4062080880723e-06
701749377,1.75708571629563e-06
701749378,0
701749380,0
701749384,6.34027707332896e-06
701749386,7.57597120012379e-07
701749390,1.80877234846254e-06
701749393,6.86440418879637e-07
701749397,0
701749399,0
701749403,4.34548273464958e-06
701749404,5.61688961440862e-06
701749407,2.15987396444258e-05
701749411,1.78533749316941e-06
701749417,0
701749425,0
701749427,0
701749429,3.16524185709174e-06
701749432,2.77843995635631e-06
701749436,0
701749437,0
701749443,2.70493262357037e-05
701749445,8.66286025989584e-07
701749447,0
701749450,2.00045325389738e-06
701749451,6.140369614477e-06
701749455,0
701749457,2.12498174707085e-05
701749459,5.13084145716265e-06
701749462,6.66330532016862e-06
701749464,2.12498174707085e-05
701749471,1.6244647536869e-05
701749473,0
701749474,2.51436039180467e-06
701749476,5.61688961440862e-06
701749477,0
701749489,3.16524185709174e-06
701749491,6.90039168683922e-06
701749493,0
701749495,5.61688961440862e-06
701749499,3.51110795210194e-06
701749510,0
701749512,2.68504191978468e-06
701749514,0
701749516,0
701749518,0
701749528,3.16524185709174e-06
701749531,1.43179238086607e-06
701749533,1.87307346410241e-06
701749536,1.96460119099743e-05
701749540,0
701749542,0
701749545,3.59963069704052e-06
701749549,0
701749552,6.67091211518772e-06
701749554,4.78437645944762e-06
701749556,0
701749563,2.86958789911312e-06
701749569,0
701749572,0
701749573,6.61982542408888e-06
701749581,4.0023595142063e-06
701749583,9.18066313631561e-06
701749587,0
701749588,6.3810251345447e-06
701749596,7.1312500308122e-06
701749598,9.71906829951718e-06
701749614,6.68270615627391e-07
701749615,8.126592541421e-06
701749619,8.10630460880471e-07
701749620,3.19447984593076e-06
701749621,5.61688961440862e-06
701749625,0
701749626,7.1312500308122e-06
701749630,2.51436039180467e-06
701749633,6.90039168683922e-06
701749635,7.1312500308122e-06
701749637,0
701749645,2.56926900833338e-06
701749654,2.05701097495208e-06
701749656,0
701749665,2.00490911864615e-06
701749666,2.12134579346211e-06
701749675,0
701749683,1.27768928903997e-05
701749685,4.13033641685113e-06
701749689,3.036736883759e-06
701749691,0
701749693,0
701749695,1.91959601036202e-06
701749701,2.70158145254662e-06
701749703,2.94617839283006e-06
701749706,2.93476691281156e-06
701749708,0
701749709,0
701749711,2.52063267467759e-06
701749716,3.07899091774962e-06
701749719,3.51110795210194e-06
701749723,0
701749732,3.29247643734258e-06
701749738,0
701749744,0
701749746,2.00452222534587e-06
701749747,6.34027707332896e-06
701749748,0
701749751,0
701749753,0
701749756,3.0352567975007e-06
701749758,2.94617839283006e-06
701749774,2.70158145254662e-06
701749777,0
701749782,7.9330315857374e-07
701749784,0
701749788,2.51436039180467e-06
701749791,1.80709131012268e-06
701749800,2.01094182537394e-06
701749801,2.70493262357037e-05
701749803,0
701749807,0
701749810,1.79560691616974e-06
701749818,3.49901094103953e-06
701749826,2.02047866387003e-06
701749827,1.6244647536869e-05
701749831,0
701749833,2.24776714249364e-06
701749834,3.31626987546019e-06
701749837,0
701749839,2.29149426967575e-06
701749840,2.29149426967575e-06
701749844,1.43568804732937e-06
701749846,1.29519383820643e-06
701749851,3.11197300345843e-06
701749854,3.11197300345843e-06
701749857,4.7397812079171e-06
701749861,2.51436039180467e-06
701749864,3.11197300345843e-06
701749867,1.79705928463897e-05
701749870,2.50720391107624e-06
701749872,3.84752372898435e-06
701749873,5.61688961440862e-06
701749875,3.19447984593076e-06
701749878,3.94366486103763e-06
701749881,0
701749883,0
701749885,3.94366486103763e-06
701749886,1.75736598492973e-06
701749888,7.04999423904786e-06
701749891,8.60737593673696e-06
701749892,4.37942052234194e-06
701749894,0
701749902,0
701749904,2.88731286151471e-06
701749907,0
701749915,0
701749917,4.7397812079171e-06
701749920,0
701749921,2.02918822611451e-06
701749922,1.96460119099743e-05
701749928,5.38723154194244e-06
701749930,2.76842497544314e-06
701749932,5.95377689777065e-06
701749936,0
701749940,0
701749945,0
701749949,1.47085966946794e-05
701749950,0
701749954,0
701749955,0
701749957,0
701749962,3.39092323050247e-06
701749964,5.95377689777065e-06
701749966,3.45619117329222e-06
701749979,5.95377689777065e-06
701749986,3.19101228669445e-06
701749991,0
701749993,3.07861725060547e-06
701749997,2.03827170252316e-06
701749998,3.29247643734258e-06
701750004,7.2573167912099e-07
701750006,0
701750008,9.43845260649445e-06
701750009,1.80877234846254e-06
701750014,9.02419987228728e-06
701750018,0
701750020,1.75738152269846e-06
701750022,3.32847061815973e-06
701750026,3.45828041663154e-06
701750027,0
701750030,0
701750032,0
701750033,1.0345457784896e-06
701750045,3.43528480189831e-06
701750048,8.70008187052833e-07
701750050,0
701750055,0
701750058,0
701750061,0
701750063,9.79662175039358e-06
701750064,8.94721730081007e-07
701750066,0
701750069,1.18787936915496e-06
701750071,3.59396901708961e-06
701750084,0
701750090,0
701750091,2.04064235183589e-06
701750092,1.79705928463897e-05
701750093,2.51062888082258e-06
701750099,1.52879165488589e-06
701750101,0
701750104,0
701750107,2.3174122635518e-06
701750119,3.30168395143572e-06
701750121,1.42533226489134e-06
701750125,5.78936215722695e-06
701750128,5.37592280443219e-06
701750130,7.2870313602102e-06
701750133,0
701750142,2.04487412358206e-06
701750143,3.45619117329222e-06
701750147,4.11647846110128e-06
701750149,0
701750155,0
701750157,1.42533226489134e-06
701750159,0
701750161,0
701750165,1.75661296801536e-05
701750166,2.70158145254662e-06
701750168,0
701750169,0
701750175,0
701750181,0
701750185,8.5542555280464e-06
701750186,1.75661296801536e-05
701750190,3.45828041663154e-06
701750192,1.67386300791984e-06
701750197,0
701750199,0
701750206,5.84525859944613e-06
701750208,7.15344896716084e-06
701750222,0
701750228,3.33555644782079e-06
701750232,1.23267054125752e-05
701750234,3.16524185709174e-06
701750238,3.33514803613648e-06
701750239,0
701750241,8.17902541343918e-06
701750243,6.96850760539953e-06
701750244,0
701750247,5.2811906145959e-06
701750251,0
701750253,2.56926900833338e-06
701750254,2.58569452440813e-06
701750257,3.33298950991247e-06
701750261,0
701750266,0
701750270,1.47085966946794e-05
701750272,3.45828041663154e-06
701750278,4.83184480118622e-06
701750288,0
701750290,0
701750291,3.30626019808849e-06
701750294,1.05535803444095e-06
701750295,3.31244283026527e-06
701750299,0
701750306,3.27236237131328e-06
701750309,0
701750312,2.84215747868142e-06
701750315,0
701750317,0
701750320,1.43994610440701e-06
701750322,0
701750325,6.4887708368642e-06
701750328,7.19134545737126e-06
701750329,0
701750331,6.93696795380803e-06
701750335,9.39409997177376e-06
701750336,8.91599236601963e-07
701750337,2.04786814747786e-06
701750338,5.2811906145959e-06
701750340,1.67386300791984e-06
701750344,4.51683799923015e-06
701750345,1.16317890202488e-06
701750349,1.94623279149748e-06
701750350,4.55930383306789e-06
701750353,0
701750355,2.55396904295456e-06
701750357,0
701750360,1.50359352047633e-06
701750362,3.16524185709174e-06
701750364,1.1370972299898e-06
701750372,0
701750377,3.31244283026527e-06
701750381,1.1894835836931e-06
701750383,1.2808579233096e-06
701750385,1.41917716985507e-06
701750394,0
701750399,0
701750405,1.75819084325394e-06
701750417,0
701750420,8.91599236601963e-07
701750422,8.35865204562224e-06
701750426,4.11408168039661e-07
701750428,0
701750429,2.03312050816256e-06
701750432,0
701750437,0
701750440,1.67386300791984e-06
701750443,2.70158145254662e-06
701750448,0
701750457,4.83184480118622e-06
701750460,4.01070467586033e-06
701750462,0
701750470,8.35865204562224e-06
701750475,3.53878508506311e-06
701750479,3.31244283026527e-06
701750481,0
701750482,2.44396910304443e-05
701750484,0
701750486,0
701750487,0
701750488,0
701750490,0
701750493,1.58447797771091e-06
701750498,0
701750500,6.91066435411953e-06
701750501,4.53728597876126e-06
701750504,0
701750506,0
701750511,0
701750514,3.23521002808029e-06
701750517,1.79749862020091e-06
701750521,1.30315180489049e-06
701750531,2.56873228316607e-06
701750533,1.8849701903344e-06
701750537,2.07625281638919e-06
701750541,0
701750551,1.81600754648735e-06
701750553,0
701750556,0
701750557,0
701750562,5.23994523052676e-07
701750564,0
701750567,0
701750577,6.20698620885748e-06
701750583,1.0345457784896e-06
701750586,5.23994523052676e-07
701750588,6.68270615627391e-07
701750591,9.45820609505369e-07
701750595,1.79749862020091e-06
701750601,0
701750606,0
701750615,1.75826012613195e-06
701750626,4.53728597876126e-06
701750629,1.06820163424467e-06
701750633,0
701750635,8.71938223044363e-06
701750637,0
701750641,0
701750643,0
701750647,2.00714733927491e-05
701750649,2.44642297885794e-06
701750655,2.00714733927491e-05
701750657,6.20698620885748e-06
701750660,0
701750663,1.41917716985507e-06
701750665,1.79749862020091e-06
701750670,0
701750672,3.29691572854379e-06
701750675,6.85112435142154e-07
701750678,0
701750680,0
701750682,3.97572029761138e-06
701750683,1.90213102393788e-06
701750686,9.96807409479362e-07
701750691,2.31655377075839e-06
701750693,3.29691572854379e-06
701750695,3.1595533923351e-06
701750699,1.26463247111981e-06
701750702,4.53728597876126e-06
701750704,5.23994523052676e-07
701750708,0
701750718,9.96807409479362e-07
701750719,1.75816701094316e-06
701750720,0
701750723,4.01070467586033e-06
701750726,3.24204947832585e-06
701750730,4.31972907965498e-06
701750735,0
701750737,1.18583088011309e-06
701750742,4.31972907965498e-06
701750743,1.75857972385528e-06
701750749,0
701750751,4.11647846110128e-06
701750759,4.93951458316835e-06
701750760,3.24204947832585e-06
701750767,0
701750771,1.53745636617339e-06
701750773,0
701750778,0
701750779,7.19152716807304e-06
701750782,2.402232611455e-06
701750784,3.16558496670968e-06
701750786,1.26965694451243e-06
701750787,4.02036490635627e-06
701750798,0
701750801,2.94231717840052e-06
701750803,1.7585033464819e-06
701750806,1.96599529489002e-06
701750808,1.96599529489002e-06
701750810,4.11647846110128e-06
701750816,2.12411796479438e-06
701750820,3.50182027251134e-06
701750823,4.93951458316835e-06
701750825,5.62986139270179e-06
701750827,6.05731484611767e-06
701750828,0
701750833,1.64828874720779e-06
701750837,1.06820163424467e-06
701750842,0
701750847,9.77185638748916e-06
701750851,2.23189761443949e-06
701750853,1.77317056524769e-05
701750855,1.17397110748949e-06
701750860,3.42918784135006e-06
701750869,2.73808446399364e-06
701750872,5.34722662397996e-06
701750874,4.59568107396537e-06
701750875,0
701750878,1.12857492086098e-06
701750880,0
701750884,0
701750886,0
701750888,0
701750895,2.86784882810969e-06
701750899,1.32365896936341e-05
701750900,5.66689102310096e-06
701750901,5.05569879796742e-06
701750906,0
701750909,0
701750927,6.97185967521625e-06
701750929,3.61266652109909e-06
701750932,3.97572029761138e-06
701750935,0
701750937,0
701750942,0
701750944,0
701750948,2.37178677329853e-06
701750952,4.01070467586033e-06
701750955,5.66689102310096e-06
701750957,3.33917655337532e-06
701750964,0
701750967,0
701750969,0
701750972,2.1386314298749e-06
701750974,0
701750982,2.85233528398492e-06
701750984,3.58778906722386e-06
701750987,0
701750989,2.13533808180629e-06
701750998,0
701751005,8.19829854987782e-06
701751021,2.03312050816256e-06
701751026,0
701751028,2.04812408206112e-06
701751029,8.19829854987782e-06
701751032,5.12207556139445e-06
701751033,0
701751039,2.94231717840052e-06
701751041,5.17866619501861e-06
701751043,6.62500533370898e-06
701751045,2.94231717840052e-06
701751047,9.29811835294575e-06
701751051,0
701751059,3.24204947832585e-06
701751061,0
701751063,0
701751065,1.41718661109775e-05
701751067,3.57673881098138e-06
701751070,6.47598460698351e-06
701751075,0
701751082,0
701751083,2.94231717840052e-06
701751085,2.94231717840052e-06
701751095,0
701751097,0
701751099,8.71938223044363e-06
701751102,0
701751104,0
701751107,3.46985808178921e-06
701751110,0
701751112,0
701751115,9.59551545555657e-07
701751120,2.94231717840052e-06
701751121,1.63106800930531e-06
701751127,1.07862219735872e-06
701751128,9.9735797918708e-07
701751130,2.97661743466517e-07
701751139,1.0485101329894e-06
701751141,0
701751145,1.93749532886829e-06
701751148,0
701751152,1.17707117911091e-06
701751154,2.94231717840052e-06
701751156,1.35034408954959e-05
701751162,6.47598460698351e-06
701751164,0
701751165,3.15849268206335e-06
701751173,9.29811835294575e-06
701751174,6.47598460698351e-06
701751176,2.05546295238046e-06
701751177,5.69548539298333e-06
701751182,0
701751186,0
701751188,0
701751189,3.57010663627615e-06
701751191,0
701751192,0
701751194,0
701751196,1.58391344945609e-06
701751197,1.02005724050763e-06
701751198,1.00124802496374e-06
701751204,3.46985808178921e-06
701751211,3.47696224092805e-06
701751214,1.93749532886829e-06
701751217,5.47828336434946e-06
701751218,3.47723833543124e-06
701751221,2.94231717840052e-06
701751227,0
701751229,2.34322650148415e-06
701751233,4.72841908639963e-06
701751250,0
701751252,2.94231717840052e-06
701751257,2.70158145254662e-06
701751258,6.7540315597848e-06
701751260,0
701751264,5.69548539298333e-06
701751267,1.44470169637567e-05
701751273,8.91599236601963e-07
701751275,3.56931589975719e-06
701751279,5.47828336434946e-06
701751283,9.29811835294575e-06
701751289,5.21680881815697e-06
701751290,5.21680881815697e-06
701751292,8.82633988229902e-07
701751295,0
701751300,3.24257334712374e-06
701751306,2.70158145254662e-06
701751309,5.47828336434946e-06
701751311,3.87633178730501e-06
701751317,2.94231717840052e-06
701751319,2.70158145254662e-06
701751321,3.48921162492933e-06
701751323,0
701751324,4.72841908639963e-06
701751325,4.83184480118622e-06
701751326,0
701751328,0
701751331,5.66689102310096e-06
701751334,8.16870732294699e-07
701751336,5.73068854293904e-06
701751340,2.94231717840052e-06
701751349,0
701751351,0
701751358,4.57975732542821e-06
701751360,1.42670398603508e-06
701751362,3.24257334712374e-06
701751363,5.47828336434946e-06
701751365,5.94376353806285e-06
701751369,1.20005023842316e-05
701751371,2.07625281638919e-06
701751376,5.47828336434946e-06
701751386,0
701751387,5.87778370874694e-07
701751389,5.47828336434946e-06
701751390,1.89489304228756e-06
701751394,4.98222343922441e-06
701751407,1.63106800930531e-06
701751410,8.91599236601963e-07
701751417,0
701751418,1.75848947542025e-06
701751420,4.11647846110128e-06
701751423,8.79878926622082e-07
701751425,0
701751429,5.97406967721632e-06
701751431,6.44690632478014e-06
701751435,2.18696296479541e-06
701751442,0
701751449,1.93749532886829e-06
701751456,1.63362673476416e-06
701751460,1.76173306790916e-05
701751462,5.66689102310096e-06
701751474,0
701751477,1.16166809539645e-05
701751480,1.75854727815241e-06
701751485,0
701751487,2.58112036220139e-06
701751492,3.14362596399252e-07
701751493,0
701751495,0
701751498,1.89489304228756e-06
701751509,0
701751511,0
701751518,1.16166809539645e-05
701751526,3.14362596399252e-07
701751535,1.84891807561709e-06
701751536,0
701751538,0
701751540,0
701751546,0
701751548,0
701751549,7.96756610358544e-07
701751551,3.24257334712374e-06
701751557,0
701751558,5.08845938850721e-06
701751559,5.20661959734931e-06
701751560,7.32457261662631e-06
701751562,0
701751564,0
701751574,7.75763372938528e-06
701751582,7.32457261662631e-06
701751586,7.75763372938528e-06
701751587,1.75837477168636e-06
701751589,0
701751591,3.61556910088266e-06
701751592,1.0786527844653e-06
701751593,1.16166809539645e-05
701751599,2.18696296479541e-06
701751614,2.23029025260522e-05
701751616,1.8060591188771e-06
701751624,0
701751626,0
701751633,0
701751638,2.28729139221176e-06
701751641,4.10160501793642e-06
701751642,7.32457261662631e-06
701751644,5.65900721087591e-06
701751646,2.15426289348407e-06
701751648,4.20184014963127e-06
701751653,0
701751655,4.98222343922441e-06
701751656,8.91599236601963e-07
701751659,1.90492208893468e-06
701751660,2.06605791226774e-06
701751661,1.98575585710466e-06
701751666,1.98575585710466e-06
701751677,1.56386288029325e-06
701751685,4.14199929447793e-06
701751686,1.56386288029325e-06
701751687,1.75827374651008e-06
701751692,8.48263258519711e-07
701751694,2.93635636044095e-06
701751697,1.1666811397351e-05
701751699,0
701751701,0
701751707,3.26674867066074e-06
701751710,1.86886006908812e-06
701751712,0
701751714,1.48947345386659e-06
701751716,9.80991463077378e-07
701751719,0
701751722,3.14362596399252e-07
701751723,7.08502982276451e-06
701751725,8.63523214093615e-07
701751726,3.26674867066074e-06
701751731,0
701751733,0
701751736,4.98222343922441e-06
701751737,8.39701615868238e-07
701751738,1.75835170256532e-06
701751741,0
701751744,7.08502982276451e-06
701751754,0
701751760,2.2780304142458e-06
701751762,0
701751770,0
701751772,1.13712014314136e-06
701751779,5.63606972034895e-06
701751782,0
701751784,3.07515256540315e-06
701751785,5.63606972034895e-06
701751787,0
701751789,1.50044806079902e-05
701751792,4.20184014963127e-06
701751796,7.08502982276451e-06
701751802,0
701751806,1.75842974558448e-06
701751807,0
701751810,0
701751811,1.1666811397351e-05
701751816,4.7089738422817e-06
701751821,4.14199929447793e-06
701751828,4.2827751752323e-06
701751834,4.7089738422817e-06
701751835,0
701751839,1.48947345386659e-06
701751841,1.48947345386659e-06
701751848,0
701751852,6.38415864566606e-06
701751854,1.59015413830773e-06
701751856,0
701751858,4.2827751752323e-06
701751860,1.1666811397351e-05
701751865,0
701751867,0
701751869,8.39701615868238e-07
701751871,9.80991463077378e-07
701751875,5.5448962779881e-06
701751877,0
701751885,2.93635636044095e-06
701751890,0
701751892,0
701751899,5.20661959734931e-06
701751900,9.80991463077378e-07
701751902,3.24257334712374e-06
701751916,5.62986139270179e-06
701751918,0
701751920,5.20661959734931e-06
701751921,2.58112036220139e-06
701751929,0
701751931,0
701751933,3.14362596399252e-07
701751935,0
701751936,1.48947345386659e-06
701751941,2.82705280679092e-06
701751946,0
701751952,7.43088951504367e-06
701751954,6.07177672419501e-06
701751955,0
701751956,3.98087235683702e-06
701751957,4.19210221463689e-06
701751959,1.87600711888609e-06
701751961,1.1355657207866e-05
701751970,9.80991463077378e-07
701751980,3.34842595257431e-06
701751988,1.48947345386659e-06
701751993,5.24573244164733e-06
701751995,6.65732167992651e-06
701751997,6.12683740690853e-06
701752002,6.12683740690853e-06
701752008,0
701752010,4.53252018076339e-06
701752012,4.03033927605402e-06
701752020,0
701752022,0
701752025,0
701752027,6.65531154935769e-06
701752029,1.2540640185938e-06
701752031,4.07668827247311e-06
701752040,2.84818081857755e-06
701752042,1.55415736663e-05
701752054,4.7089738422817e-06
701752056,1.71998820150013e-05
701752057,5.78936215722695e-06
701752059,3.86270206888633e-06
701752061,8.32255951514267e-07
701752063,0
701752065,5.78936215722695e-06
701752067,1.71998820150013e-05
701752068,1.30405291032564e-06
701752070,2.05857063491746e-05
701752072,1.63106800930531e-06
701752074,1.56865576896949e-06
701752075,4.19210221463689e-06
701752084,1.29840393654551e-05
701752086,5.44984517216034e-06
701752087,2.06356452368673e-06
701752088,5.44984517216034e-06
701752093,1.41145439786546e-06
701752098,2.93635636044095e-06
701752099,0
701752107,0
701752111,3.86270206888633e-06
701752113,7.37154300615857e-06
701752116,0
701752119,0
701752120,6.27359384937863e-06
701752123,3.33151351372294e-06
701752125,2.20846168683606e-06
701752128,2.43151275717286e-06
701752129,0
701752133,7.08502982276451e-06
701752135,1.29840393654551e-05
701752138,2.95666368541734e-06
701752139,1.29840393654551e-05
701752144,1.71998820150013e-05
701752146,4.07668827247311e-06
701752147,3.45630431129493e-06
701752150,7.37154300615857e-06
701752152,1.48947345386659e-06
701752154,7.7478433111688e-07
701752156,0
701752158,1.275113434971e-06
701752161,0
701752162,1.71936886928156e-06
701752167,4.07668827247311e-06
701752170,3.86270206888633e-06
701752175,2.20846168683606e-06
701752183,0
701752184,2.0234562346301e-06
701752189,0
701752191,7.08502982276451e-06
701752195,0
701752197,0
701752199,2.21520916354892e-06
701752203,1.48947345386659e-06
701752208,2.93635636044095e-06
701752214,1.56931280717754e-06
701752215,0
701752217,6.12497181988938e-06
701752219,0
701752221,1.03898273378409e-06
701752227,7.37154300615857e-06
701752228,8.26172039464874e-07
701752230,0
701752238,0
701752245,0
701752255,2.2522290433025e-06
701752257,0
701752259,1.275113434971e-06
701752265,3.49772011663605e-06
701752267,9.5774874048223e-06
701752268,4.22703674309947e-06
701752272,7.78475932457816e-07
701752276,4.10879391962295e-07
701752277,2.2522290433025e-06
701752279,3.45630431129493e-06
701752283,2.95666368541734e-06
701752285,2.95666368541734e-06
701752295,1.48947345386659e-06
701752298,4.22703674309947e-06
701752304,0
701752306,4.19210221463689e-06
701752307,5.62986139270179e-06
701752311,0
701752313,0
701752316,2.93635636044095e-06
701752319,4.14199929447793e-06
701752320,9.5774874048223e-06
701752326,1.37119179453096e-06
701752327,0
701752333,5.62986139270179e-06
701752335,1.48947345386659e-06
701752337,1.48947345386659e-06
701752345,0
701752347,8.63523214093615e-07
701752350,2.95666368541734e-06
701752354,7.78475932457816e-07
701752364,4.10879391962295e-07
701752366,4.10879391962295e-07
701752369,4.10879391962295e-07
701752372,4.10879391962295e-07
701752375,4.14199929447793e-06
701752379,3.86270206888633e-06
701752388,2.03567596512481e-06
701752390,1.30949461105603e-06
701752391,0
701752395,4.14199929447793e-06
701752396,3.18368489115748e-07
701752400,2.93635636044095e-06
701752403,0
701752406,4.82485519211567e-06
701752410,5.62986139270179e-06
701752413,3.5552102130803e-06
701752416,0
701752420,2.06339096880606e-06
701752421,1.75837215875069e-06
701752423,0
701752424,3.5552102130803e-06
701752429,4.14199929447793e-06
701752434,7.28780995619547e-07
701752445,6.68720530322129e-06
701752447,4.19210221463689e-06
701752449,0
701752455,0
701752457,0
701752463,6.68720530322129e-06
701752464,3.68790281878707e-07
701752465,5.6969885787648e-07
701752474,3.77990621672607e-06
701752483,3.80029764561035e-06
701752492,0
701752494,6.08729082887017e-06
701752497,1.26905372056394e-06
701752500,8.63523214093615e-07
701752503,4.580274609155e-06
701752506,3.39685429141728e-06
701752509,1.90989427561172e-06
701752510,4.580274609155e-06
701752512,2.89484259405715e-06
701752515,2.93635636044095e-06
701752516,3.62722580979225e-06
701752517,4.04376869490817e-06
701752523,7.52503139234904e-06
701752526,3.86270206888633e-06
701752528,6.0559242196277e-06
701752533,0
701752536,4.10879391962295e-07
701752539,7.29613395851373e-06
701752543,9.80991463077378e-07
701752544,9.60609805217652e-07
701752546,7.27116646412318e-07
701752547,3.17230559216265e-06
701752549,3.18191256819238e-05
701752552,1.21485859763115e-06
701752554,0
701752561,6.11018179508587e-06
701752563,1.59965872957447e-06
701752566,1.71998820150013e-05
701752567,3.93284006611022e-06
701752569,8.27212904995145e-06
701752574,7.52503139234904e-06
701752582,2.91910990442996e-06
701752590,1.91151177068128e-06
701752595,0
701752597,8.12395520542714e-07
701752601,3.62722580979225e-06
701752605,8.12860447942963e-07
701752607,0
701752609,2.06360477920043e-06
701752610,2.91910990442996e-06
701752612,1.71508520566455e-05
701752620,1.71508520566455e-05
701752628,1.65144976309843e-06
701752629,1.06910688488533e-06
701752631,7.68393783889153e-06
701752639,3.55724316091172e-07
701752642,8.63523214093615e-07
701752644,7.29613395851373e-06
701752649,1.53745636617339e-06
701752651,2.20846168683606e-06
701752654,0
701752659,1.71998820150013e-05
701752670,1.91151177068128e-06
701752674,1.65061542405441e-06
701752678,7.29613395851373e-06
701752684,3.74906714609982e-06
701752688,1.31523528718195e-05
701752690,7.37154300615857e-06
701752691,2.06578709698123e-06
701752692,0
701752694,4.10879391962295e-07
701752696,2.79461797881734e-06
701752699,1.65061542405441e-06
701752705,1.75834729054743e-06
701752707,8.09571637772391e-07
701752715,4.10879391962295e-07
701752719,1.63198185786087e-06
701752721,0
701752727,0
701752729,0
701752735,3.74906714609982e-06
701752737,7.29613395851373e-06
701752738,1.05543297269166e-06
701752739,3.74906714609982e-06
701752743,1.75838693506731e-06
701752744,0
701752746,1.21485859763115e-06
701752748,5.51736529705187e-06
701752750,3.39426566246014e-06
701752754,0
701752758,0
701752760,1.65061542405441e-06
701752761,2.94408784030412e-06
701752763,2.79461797881734e-06
701752766,1.91151177068128e-06
701752768,2.64492497149797e-06
701752772,3.80029764561035e-06
701752773,5.51736529705187e-06
701752774,3.74906714609982e-06
701752776,1.65240476948133e-06
701752778,1.03898273378409e-06
701752786,3.74906714609982e-06
701752798,4.58066903204323e-06
701752800,2.70158145254662e-06
701752803,3.54217409712719e-06
701752805,1.53709660566181e-06
701752808,2.29138015339929e-06
701752811,1.59816254840881e-05
701752814,2.06690563192994e-06
701752816,3.74906714609982e-06
701752818,1.41145439786546e-06
701752823,0
701752824,2.62055484002383e-06
701752829,0
701752833,1.59816254840881e-05
701752834,1.758341201983e-06
701752835,5.61989022299763e-06
701752841,0
701752843,9.95804907738689e-07
701752845,9.95804907738689e-07
701752846,3.74906714609982e-06
701752848,3.76749395659614e-06
701752853,0
701752854,0
701752859,1.21485859763115e-06
701752860,1.31446126304105e-05
701752863,9.95804907738689e-07
701752864,1.19639432900027e-06
701752866,1.52626382115453e-05
701752876,0
701752878,0
701752889,2.13728233336846e-06
701752891,1.72670520059387e-06
701752896,0
701752898,3.38418181113349e-06
701752901,2.20391986992331e-06
701752902,1.21485859763115e-06
701752903,1.13712014314136e-06
701752904,0
701752906,3.28266375936807e-06
701752918,9.83340777452465e-06
701752924,3.66392193664436e-06
701752929,7.97536953777747e-07
701752931,0
701752935,2.0516083626284e-06
701752939,0
701752945,8.48723569384999e-07
701752950,0
701752951,0
701752953,0
701752955,8.39701615868238e-07
701752957,0
701752960,2.50996832382451e-06
701752962,1.11279752214944e-06
701752964,5.61324710599924e-06
701752967,0
701752970,1.75787479039644e-06
701752972,7.23059750903969e-07
701752974,1.59442544780772e-06
701752979,0
701752981,3.10690784453064e-06
701752983,0
701752986,0
701752996,0
701752999,0
701753002,0
701753005,0
701753007,2.15701347383719e-06
701753017,3.38418181113349e-06
701753018,0
701753020,7.76549625879544e-07
701753024,6.22428939135077e-06
701753026,3.66392193664436e-06
701753029,0
701753034,5.84410920062722e-06
701753039,0
701753041,0
701753043,1.78269665142468e-06
701753048,1.08347864080275e-06
701753052,1.85843124635702e-06
701753054,3.70513027491848e-06
701753060,1.79303127107572e-06
701753062,6.80539775785255e-06
701753065,0
701753067,2.46397538080166e-06
701753069,1.80264674211798e-06
701753071,2.97913783855371e-06
701753076,2.50998021722446e-06
701753083,2.09668351670341e-06
701753085,5.94376353806285e-06
701753088,2.02114231615897e-06
701753089,3.49675634377585e-06
701753104,2.22462236643648e-06
701753106,4.82296032071737e-06
701753109,1.98022996149945e-06
701753116,5.73903568032153e-06
701753118,0
701753119,1.17324419086544e-06
701753124,1.65144976309843e-06
701753127,4.07668827247311e-06
701753129,0
701753130,2.99394972370586e-06
701753135,1.26144853143266e-06
701753138,1.87741529058067e-06
701753140,2.01307290299698e-06
701753147,3.76899834437316e-06
701753150,1.17324419086544e-06
701753152,3.38418181113349e-06
701753163,3.49675634377585e-06
701753165,3.67078331181153e-06
701753167,0
701753170,3.32293297286218e-06
701753174,4.09089902132285e-06
701753176,0
701753179,0
701753185,4.01663263958251e-06
701753188,1.57758152492317e-06
701753190,1.4637041415451e-06
701753194,1.81527932680983e-06
701753203,0
701753209,3.67078331181153e-06
701753211,1.81527932680983e-06
701753212,3.14362596399252e-07
701753214,0
701753222,1.3995503718543e-06
701753226,0
701753228,1.52994433721171e-06
701753230,6.579209477634e-07
701753232,2.02114231615897e-06
701753234,1.64159982314323e-05
701753237,3.32293297286218e-06
701753246,1.41744940797187e-06
701753249,0
701753251,1.28170263168559e-06
701753259,0
701753262,1.71998820150013e-05
701753269,5.34677575779507e-06
