"rid","us_elevation_mean"
701785452,1360.05863192182
701780243,827.277637130802
701780253,827.277637130802
701792689,1813.01179221778
701792751,1810.4318975553
701758559,1546.94359576358
701763195,1275.4856557377
701764375,1212.79445034959
701760881,971.783694794675
701760945,1010.47164952046
701761003,1019.56482745019
701761074,1055.45711397868
701761076,939.336473516681
701765158,1064.04938271605
701766089,1362.93389164589
701765510,1359.74886877828
701766159,1420.8219895288
701766182,1420.8219895288
701766184,1417.71654590624
701770778,1019.8321822676
701770794,1019.8321822676
701782830,2091.63636363636
701782861,1861.15558416728
701782871,2115.8303817139
701783049,1532.30312185297
701785999,1049.05357017636
701786018,1049.05357017636
701787642,1241.41466854725
701792303,1538.93091150303
701792335,1555.93046589138
701792341,1538.19490105243
701792370,1534.96283491789
701792717,1629.97444123952
701792718,1622.13585229833
701760087,1066.68301934786
701761444,1066.68301934786
701761708,1148.97649645199
701762031,1187.42719184242
701765662,1114.24751013771
701765688,1104.77812208322
701765804,1170.85288966725
701766456,1103.5523649699
701766451,1154.81168831169
701763309,1501.79692017812
701763325,1501.79692017812
701763335,1501.79692017812
701763389,1507.94509803922
701763398,1501.79692017812
701763405,1479.9766999094
701763432,1501.79692017812
701763461,1507.31427004116
701763497,1501.79692017812
701763654,1479.9532930854
701763728,1479.9532930854
701764745,1479.9532930854
701764768,1479.9532930854
701778736,1493.40903954802
701788262,1254.58973944528
701783751,1976.58168316832
701783816,1976.58168316832
701783848,1969.59911927241
701783860,1967.23473527475
701783868,1955.16620017405
701778618,800.400818356955
701778721,800.400818356955
701792908,1638.72182006205
701792961,1500.25882232472
701792979,1472.70447852495
701792896,1668.5857605178
701792905,1668.5857605178
701792931,1616.54325361439
701792933,1668.5857605178
701768107,1170.86153129513
701755680,1450.15447154472
701757325,1461.94126317458
701757327,1449.37499798846
701760749,569.596581196581
701760777,569.596581196581
701759675,1394.74200192865
701759701,1402.70248607626
701759739,1402.70248607626
701759809,1402.70248607626
701760252,1402.70248607626
701760355,1402.70248607626
701760371,1402.70248607626
701760613,1402.70248607626
701760656,1402.53594260392
701760773,1402.53594260392
701760902,1402.53594260392
701760991,1402.53594260392
701761060,1402.53594260392
701761182,1402.53594260392
701761374,1435.85714285714
701761498,1431.81556166652
701771179,717.415006640106
701771185,717.415006640106
701771387,650.232838682789
701771412,650.232838682789
701770966,631.442906574394
701771028,631.442906574394
701777154,824.897322786595
701782850,1683.26450116009
701783091,1663.47361863783
701783212,1589.75176505512
701769297,666.939086294416
701769416,666.939086294416
701767738,954.193996415771
701768140,954.193996415771
701754659,575.541724542865
701754679,594.884311804213
701754749,712.982683982684
701760871,1503.11109109842
701762782,1346.53578874218
701763125,1306.36719383768
701763126,1147.31635861587
701773088,1612.47610328421
701773561,1648.83303719641
701777233,894.833481745325
701777863,886.613599918009
701787432,1189.33333333333
701787529,1189.33333333333
701788192,1400.66822519597
701786514,1174.60313851879
701786546,1174.60313851879
701787235,1174.60313851879
701787295,1183.28724866659
701787608,1207.32732732733
701790512,1344.53846901174
701790540,1344.53846901174
701790758,1478.64706533512
701790914,1497.49124094307
701790921,1488.78169014085
701790924,1488.78169014085
701791642,1529.65594237608
701791795,1546.74885894843
701755312,829.912440488068
701755500,829.912440488068
701755942,825.407061266874
701755819,697.161577608142
701755965,697.161577608142
701756047,798.367495451789
701756708,798.367495451789
701757444,1136.10018105009
701763691,907.053587927317
701783272,1461.72871287129
701782994,1739.18461538462
701776919,1060.79917355372
701791872,1560.88732105577
701791917,1560.88732105577
701791943,1560.88732105577
701791945,1560.88732105577
701791952,1568.4453240093
701791985,1568.4453240093
701792059,1601.51616628176
701773123,1258.83163265306
701774336,1143.54734080153
701774566,1154.85107913669
701774597,1154.85107913669
701757243,1290.91325898389
701760039,1310.79983482751
701764639,878.361038961039
701764298,742.933530909441
701764182,969.377880184332
701781666,1887.17108523876
701781758,1904.46712802768
701786510,1270.60182071827
701759496,935.624078624079
701758207,1262.6625
701764190,1136.48522167488
701764477,1081.87947888268
701764186,1261.26214969847
701764346,1169.58189179242
701764464,938.106402847234
701761142,1485.37107289042
701761153,1485.37107289042
701761156,1488.82906177948
701761157,1485.37107289042
701761281,1485.37107289042
701761580,1477.562406547
701761618,1472.94353684302
701761650,1469.05753408947
701761956,1469.05753408947
701762741,1469.05753408947
701763871,1448.67019122331
701785547,1094.83741935484
701787667,1145.61251261352
701787684,1145.61251261352
701787714,1145.61251261352
701787902,1666.50926885439
701780910,1270.50274725275
701781240,1413.56066945607
701781311,1413.56066945607
701781371,1433.60262156793
701779525,850.594876660342
701779535,850.594876660342
701783288,1495.19057463181
701784053,1460.79671767818
701784263,1384.89458475753
701783927,1239.32495256167
701773534,1215.10250740962
701773631,1213.79080782081
701773741,1208.04420475056
701773752,1208.04420475056
701773793,1208.04420475056
701773824,1208.04420475056
701773964,1208.04420475056
701774004,1208.04420475056
701757873,1513.7972972973
701757924,1548.1041622047
701758190,1541.62080389663
701759099,1535.89013967553
701763656,1294.45730970373
701759197,1418.49633967789
701760167,1374.80946784331
701759920,1361.56712166873
701764652,1259.14840680925
701764773,1259.14840680925
701759935,1211.39183901621
701759963,1108.19616380563
701760115,1112.89580740425
701760657,1109.25989177172
701761126,1111.4297911069
701761197,1109.08170273922
701761728,1217.7584
701751560,1554.62089914945
701751582,1554.62089914945
701751642,1554.62089914945
701751648,1593.46882484753
701751792,1593.46882484753
701749069,1642.84389435358
701749084,1642.84389435358
701749106,1635.92611052547
701749215,1635.86138079649
701749872,1635.86138079649
701750026,1617.12744776798
701750190,1617.12744776798
701750272,1617.12744776798
701750460,1615.07716580913
701750723,1615.07716580913
701750952,1615.07716580913
701751311,1601.25998793287
701751641,1597.0607765932
701782480,1782.83662098752
701782945,1921.95643153527
701787960,1677.5248987907
701788129,1667.48684210526
701788142,1667.48684210526
701773888,1012.53040722192
701774374,1060.09732051969
701779723,1160.23711797708
701779435,1181.11859662986
701779117,1137.11913357401
701781265,1210.98296079419
701781398,1416.1776495273
701781599,1416.1776495273
701781858,1544.36873315364
701759729,1314.04153354633
701761104,1086.83868131244
701761384,1141.49999674658
701761433,1128.98051515417
701761586,1127.14581441828
701761751,1173.60559875583
701761805,1173.60559875583
701761807,1173.60559875583
701759913,566.298803570075
701760351,470.727272727273
701759927,520.869565217391
701747698,1635.11695906433
701747793,1644.04004884138
701747837,1644.04004884138
701748081,1642.89611048105
701748113,1642.89611048105
701748182,1642.89611048105
701748242,1642.89611048105
701748279,1642.89611048105
701748304,1642.89611048105
701748336,1642.89611048105
701748385,1642.89611048105
701748690,1642.89611048105
701748922,1642.89611048105
701770309,853.912322274881
701770416,1076.05762323618
701770565,1060.55817995107
701781707,979.659508641924
701781787,979.659508641924
701781937,979.659508641924
701782192,1119.31899324161
701782263,902.818652849741
701792457,1586.50331313765
701792716,1612.7896677475
701792750,1631.01039444578
701792803,1640.17474949789
701769581,958.676858585417
701770149,796.61621489582
701760375,1223.68446232329
701751995,1389.09240924092
701754409,1391.85479186834
701759340,1059.04715672677
701759630,1059.04715672677
701758660,1128.4882629108
701750063,1368.8137254902
701750128,1366.15081499463
701750784,1363.2613393781
701743704,1270.99845201238
701744382,1250.87772094263
701755213,1045.94609785174
701755228,929.796460176991
701755528,945.106818411563
701755764,920.236104346453
701756216,904.773559820793
701754693,1065.4778674084
701754972,1060.29229523284
701755082,1054.85724972876
701755103,1069.81132075472
701755146,1054.977560957
701743124,1203.82437745741
701743229,1203.82437745741
701743256,1228.95268307197
701743317,1228.95268307197
701743400,1228.95268307197
701743475,1228.95268307197
701743487,1228.95268307197
701743517,1225.52075471698
701743518,1225.52075471698
701754814,787.027656886879
701755002,783.346922116164
701754388,893.620752207413
701742874,1495.61160714286
701755510,1109.64596273292
701755729,1109.64596273292
701757639,1357.03473960992
701757864,1357.03473960992
701758155,1357.37362624144
701758236,1357.37362624144
701758270,1357.37362624144
701756841,1248.42462918248
701757593,1248.42462918248
701757612,1248.42462918248
701747790,1441.7130600572
701743676,1196.4222281001
701743714,1192.45205329142
701743826,1197.14522821577
701743894,1197.14522821577
701742964,1211.36921965318
701743002,1203.53155028739
701743063,1203.53155028739
701743079,1203.53155028739
701743080,1203.53155028739
701743086,1203.53155028739
701743438,1203.14751286449
701750493,1209.85786980172
701752776,1160.62194463628
701743853,1277.68974983417
701743875,1277.68974983417
701744143,1277.68974983417
701744218,1273.01478427777
701744223,1240.97683284655
701744250,1274.76443744094
701744251,1240.97683284655
701744294,1200.42325618716
701744559,1200.42325618716
701744939,1621.99567099567
701745110,1538.42285197819
701745253,1538.42285197819
701745314,1491.4572612176
701745320,1491.31110018978
701745343,1491.31110018978
701745372,1491.40336502083
701745405,1491.31110018978
701745421,1491.2050460502
701745424,1491.31110018978
701745467,1492.10811746759
701745484,1538.42285197819
701745506,1531.22275816347
701745583,1531.22275816347
701745594,1506.63240504312
701745651,1493.04094843057
701745676,1500.55566112446
701745677,1506.63240504312
701745785,1489.61590566525
701745571,1514.88472578258
701745579,1505.98839323856
701745586,1519.27609418397
701745587,1505.98839323856
701745589,1505.98839323856
701745693,1519.51416355826
701746599,1519.51416355826
701746641,1519.51416355826
701747004,1519.51416355826
701747213,1530.50190407411
701747215,1530.29506314947
701747233,1541.51009020071
701747289,1541.69299954971
701747329,1541.69299954971
701747549,1541.69299954971
701747567,1541.69299954971
701747614,1541.69299954971
701747813,1541.69299954971
701748102,1492.82614358629
701748338,1522.70943396226
701744109,1177.96017699115
701744125,1177.96017699115
701745281,1273.02626239384
701745350,1277.25582082034
701745366,1277.25582082034
701745463,1277.25582082034
701745545,1277.25582082034
701745632,1277.25582082034
701745832,1277.25582082034
701745974,1277.25582082034
701746157,1277.4974906816
701746198,1285.76004783995
701747048,1271.28578960961
701747261,1271.28578960961
701747371,1271.14388374117
701747484,1271.14388374117
701747701,1270.26717557252
701747122,1177.79274116523
701748554,1126.5097620912
701749846,1185.82867576048
701753911,1329.86693846128
701754128,1329.86693846128
701763024,767.210769230769
701763342,767.210769230769
701744864,1447.08278145695
701744866,1435.36048387097
701753618,1175.54716740498
701753621,1184.01234836978
701754450,1239.8405238829
701754506,1239.8405238829
701751065,1440.04072043853
701753060,1406.06523681859
701744348,1539.54794520548
701744378,1535.84548368247
701744543,1513.38995537642
701744620,1513.38995537642
701744723,1492.64431630088
701744815,1493.12263336348
701746279,1492.2178875622
701747721,1480.8001019864
701747926,1460.35894237523
701746921,1480.1461555695
701743326,1203.08939096267
701743673,1203.08939096267
701746095,1470.72910662824
701746104,1451.89031966334
701746118,1451.89031966334
701746156,1470.72910662824
701745048,1483.56766917293
701753234,1060.61035422343
701753292,1060.61035422343
701753296,1058.26472187737
701751492,1261.38791484033
701751526,1261.38791484033
701751722,1261.38791484033
701751933,1261.38791484033
701753212,1261.38791484033
701753325,1160.11645445
701744025,1185.1801242236
701744027,1185.1801242236
701744091,1206.18312065485
701744104,1204.46733895604
701744118,1203.24438895544
701744123,1203.24438895544
701743857,1201.10243902439
701743887,1210.89994979009
701744015,1208.77456436427
701743872,1214.73419205267
701744239,1222.99074387131
701744364,1228.22222222222
701746917,1284.55178265551
701748564,1282.14737215534
701754591,1183.0885738293
701754640,1183.0885738293
701755095,1183.0885738293
701755150,1183.0885738293
701755468,1183.0885738293
701755503,1183.0885738293
701756422,1183.0885738293
701754499,1384.16172209089
701754583,1392.85130848533
701754630,1392.85130848533
701754694,1392.85130848533
701754750,1392.85130848533
701754804,1392.85130848533
701754847,1392.85130848533
701755044,1392.85130848533
701755100,1384.16172209089
701755203,1392.85130848533
701755338,1392.85130848533
701755349,1383.28557453043
701762680,686.562874251497
701762877,686.562874251497
701744504,1123.05747126437
701776616,811.508500772798
701777076,811.508500772798
701782394,1651.0939334638
701782616,1650.15394587284
701783093,1583.20788700714
701755498,1243.04891304348
701759471,1423.67693059629
701760377,1423.67693059629
701760446,1423.67693059629
701761107,1423.67693059629
701769476,1657.33802041372
701769521,1693.98408910103
701769522,1667.21004991216
701769255,1413.55868544601
701790357,1557.10467706013
701790439,1548.37310713313
701790441,1527.20197167277
701790459,1466.05920616184
701790463,1466.05920616184
701774245,884.742914723221
701774266,893.386851671471
701774828,982.521126760563
701774841,978.58793964514
701774896,980.883327486783
701774977,993.244229286852
701764805,1227.80118919903
701764813,1227.80118919903
701764815,1227.80118919903
701764829,1227.80118919903
701764845,1227.80118919903
701764862,1232.13418052681
701764912,1239.22200309367
701764928,1240.78122412929
701764936,1240.63379058858
701764969,1239.60838251241
701764979,1253.77229441774
701764985,1253.77229441774
701764987,1253.77229441774
701764991,1256.08143737611
701764992,1239.60838251241
701764999,1258.32123925038
701765097,1235.24620288768
701765113,1235.24620288768
701765119,1235.24620288768
701765146,1258.95860216283
701765147,1266.86162509338
701765168,1258.95860216283
701742418,1339.51754633741
701742439,1337.61414409242
701742440,1339.51754633741
701742505,1330.90724835149
701755631,1216.32799019899
701755939,1219.64387464387
701755495,1240.22715053763
701755110,925.562282081868
701755136,1055.74398987769
701755183,872.090862422264
701756324,1072.00158793172
701756365,1047.0756159092
701756431,1019.46581763199
701764197,906.939968840221
701764411,888.384259259259
701781390,1444.65261694066
701788010,1573.72037049358
701788559,1587.78465359288
701788816,1600.7252122668
701763322,1346
701763601,1350.11820249172
701763780,1350.11820249172
701763883,1350.11820249172
701764019,1350.11820249172
701764324,1350.11820249172
701764415,1305.30724444016
701787181,1116.65144230769
701791934,1581.57425742574
701791946,1581.57425742574
701754990,1528.41315345818
701755030,1548.92857142857
701755031,1490.58116651401
701755058,1494.93257824035
701754308,1487.46202415395
701754310,1446.43339253996
701765224,1223.98907096652
701765594,1274.32553684567
701765691,1358.52014333806
701765952,1309.34788937409
701766033,1309.34788937409
701771773,1688.73540066509
701771986,1764.21949048717
701772966,1826.72502210433
701767500,1403.65
701767362,1397.9018404908
701762211,683.215273251361
701778753,1290.82390745501
701742784,1542.58455882353
701742847,1508.33927853837
701743006,1497.3588736701
701749175,890.970942216043
701749451,890.970942216043
701745044,1002.25858585859
701755290,842.355808398798
701755837,861.80831408776
701756148,832.0380946333
701756370,827.895214010512
701744705,1083.41708375042
701778943,1264.52680221811
701784610,1242.13199517337
701771149,793.640336134454
701771164,793.640336134454
701777299,846.061531388411
701777515,821.773802106724
701777521,758.853297609411
701777522,821.773802106724
701777530,758.853297609411
701777706,783.306592183436
701777711,783.306592183436
701784753,1211.21212121212
701790052,1612.36909871245
701790076,1605.05444120858
701790105,1643.06837351936
701790115,1578.12962993029
701790185,1552.59636348945
701759703,1643.76737684201
701759711,1648.94431713671
701759718,1648.94431713671
701759727,1648.94431713671
701759734,1648.94431713671
701769063,714.256768591412
701769094,714.256768591412
701769138,714.256768591412
701769196,714.256768591412
701769276,717.075704682236
701769278,746.443214513754
701769446,705.01051051051
701766694,1318.76516052319
701754325,1135.74433797397
701754465,1080.84265478798
701755052,1080.03856866834
701763659,771.341683366733
701763888,616.746301367454
701763897,616.746301367454
701770045,1129.89696969697
701783351,1319.53781512605
701783775,1374.26110519919
701783825,1356.81172067026
701767367,1336.24074401588
701767373,1291.43535301456
701767424,1271.62545528078
701767100,1518.96494845361
701767177,1422.54893324301
701767251,1484.00176683142
701767274,1473.30473076576
701767295,1458.76792756591
701767304,1458.76792756591
701767476,1458.76792756591
701767502,1458.76792756591
701787760,1303.8038840852
701787922,1355.36570133034
701788895,1454.78647686833
701791016,1525.02628696605
701790816,1392.5874409183
701770112,1584.02654028436
701784486,899.869458128079
701763206,1310.79878271361
701778426,751.56154822335
701778434,751.56154822335
701786907,1121.22659667542
701791611,1148.60697554704
701791636,1148.60697554704
701757249,1325.05742459397
701758040,671.23734668338
701765828,1320.99537037037
701773530,1558.099756691
701781528,1753.92133535004
701781552,1792.01279112256
701785168,1398.13794434948
701785224,1344.84982123749
701785337,1323.11508068654
701787397,1186.94882833386
701787827,1232.69970845481
701787999,1273.51616176851
701788824,1245.29894770358
701788850,1291.49002347418
701788879,1291.49002347418
701788836,1241.58504546573
701788959,1247.30100957907
701789008,1258.01143137174
701789073,1252.36940714569
701789143,1251.09815264932
701789198,1251.27197218768
701789374,1244.7154492948
701789391,1244.7154492948
701789501,1222.61781760675
701780488,1353.38775510204
701783075,1616.02762762763
701774205,1668.73086111586
701774563,1702.91687942867
701774684,1693.59027777778
701773596,1515.54733779375
701782294,1839.82890151101
701782381,1862.95617484493
701782397,1928.48117384653
701782404,1866.57616652741
701782411,1863.31325661749
701782414,1863.31325661749
701782441,1929.72171467267
701782463,1924.90851955782
701782540,1897.44489795918
701782560,1897.44489795918
701782737,1897.44489795918
701786470,1081.04851379967
701786689,1093.23443708609
701785754,1143.18776499091
701781153,876.611499193982
701793171,1697.68188499353
701793199,1705.50580504919
701793284,1711.34625322997
701792008,1776.57072721694
701792194,1776.57072721694
701792372,1730.83341503475
701792366,1500.50952673814
701792561,1700.75584415584
701772023,815.427272727273
701772068,822.027287114543
701772895,799.138393149281
701773667,795.154451024966
701759311,1333.94715447154
701761523,894.589459084605
701761018,983.760797342193
701783417,1910.84485533413
701783494,1910.84485533413
701783514,1912.26791032282
701783575,1954.8736073761
701783594,1954.8736073761
701783598,1914.67061073936
701783605,1954.8736073761
701783785,1954.8736073761
701786621,1298.37800976698
701786842,1402.75357950264
701787471,1131.10965435042
701785060,1467.35119047619
701785396,1490.03305833764
701787269,1230.5
701792676,1842.43691148776
701792678,1689.23561946903
701792706,1666.82981442054
701792766,1606.40431596091
701770713,1088.90660592255
701771156,1000.83717758187
701770900,1099.6660841016
701769417,1093.02884615385
701769576,942.52857542146
701770166,863.945159539367
701761770,692.454980794498
701783610,927.872556377017
701783855,990.560976551005
701784292,993.696916056102
701768041,916.349181605612
701768042,916.349181605612
701768497,851.414154966689
701768507,806.118237556182
701769980,657.119028923691
701769998,658.825759698919
701770323,658.086827833925
701770360,656.009159499798
701770458,654.80488476445
701770768,653.660702124499
701770972,653.660702124499
701771242,653.660702124499
701755999,1417.008
701746087,1655.07978554431
701746135,1655.07978554431
701746360,1655.07978554431
701746524,1655.07978554431
701746535,1654.35846288614
701746573,1654.4426409502
701746783,1668.63327672026
701746893,1667.82997604639
701746961,1666.6952333688
701747013,1666.6952333688
701747141,1666.6952333688
701747155,1666.6952333688
701766379,642.457070707071
701784157,2014.62857142857
701784161,2014.62857142857
701784200,1948.42978788426
701784201,1962.68468101785
701784249,1973.1897416791
701784256,1973.1897416791
701784381,1973.1897416791
701783652,1218.48624076736
701783727,1390.24571428571
701783474,1229.46561181435
701781933,1425.46980676329
701782045,1429.37726491621
701793845,1692.65625
701793506,1638.3621399177
701769390,670.569911504425
701755360,1378.33128834356
701755377,1378.33128834356
701757360,1337.26750664718
701757362,1337.46268580583
701757404,1337.46268580583
701757435,1337.46268580583
701757537,1337.26750664718
701758122,1344.70076993216
701758539,1322.13465346535
701758605,1322.13465346535
701747824,1525.79344328442
701747891,1525.79344328442
701750119,1525.79344328442
701750254,1496.87539310228
701750691,1479.91495352793
701766638,1339.38685950727
701767046,1420.32518337408
701767142,1392.08349749465
701768054,1480.27150346182
701766152,1299.77337652776
701766194,1299.77337652776
701766219,1299.77337652776
701766644,1299.77337652776
701789651,1823.892
701786075,1739.76762742601
701781745,872.068176440661
701781750,872.068176440661
701793278,1598.12138728324
701755456,1382.45758564437
701755550,1382.45758564437
701755563,1382.45758564437
701755592,1382.45758564437
701755668,1382.45758564437
701755767,1382.45758564437
701760130,602.554545454545
701774469,932.002018719031
701773896,785.215985356925
701779119,1856.6362771529
701779139,1856.6362771529
701779140,1856.6362771529
701779349,1890.34001927535
701779398,1890.34001927535
701779411,1890.34001927535
701779419,1890.34001927535
701779504,1890.34001927535
701779949,1927.26083157007
701780091,1955.38289019078
701780367,1998.33619389832
701780412,2016.81286549708
701780490,2007.09762951337
701780560,2007.09762951337
701780581,2007.09762951337
701780585,2016.81286549708
701776440,1880.11490935232
701776046,1903.24579831933
701776067,1903.24579831933
701776200,1903.24579831933
701776350,1903.24579831933
701776475,1890.35320709826
701785740,1575.00323624595
701793680,1567.27462686567
701794090,1346.45859305432
701794146,1243.04491329073
701794161,1267.21992720543
701794163,1267.21992720543
701794165,1346.45859305432
701794170,1243.04491329073
701794181,1267.21992720543
701753747,1552.3717653824
701753774,1524.54315762455
701747043,582.705254515599
701747144,427.238602893312
701747186,427.238602893312
701758301,871.994623655914
701758027,889.892674616695
701757232,1120.94023904382
701755915,1256.39534883721
701756336,1251.30962246181
701750847,1548.88235294118
701751233,1447.7535321821
701751324,1447.7535321821
701769600,1428.70902666892
701769869,1578.84375
701770217,1698.27291666667
701770285,1835.36865290341
701770308,1761.73545915527
701770130,1842
701767132,1466.20146063378
701768069,1064.65783246569
701774856,714.727716727717
701774869,714.727716727717
701779336,1827.82044650936
701780048,1905.67822185971
701790146,1548.86627677733
701790154,1554.15928423282
701778767,1280.96875
701785278,1165.83696178036
701785294,1165.83696178036
701792491,1748.87012715329
701792496,1748.85514698185
701792499,1749.70612845456
701792514,1749.70612845456
701792519,1795.96157059315
701792525,1795.96157059315
701792527,1749.70612845456
701774483,653.107450582869
701774641,653.107450582869
701774964,653.107450582869
701775127,814.512276785714
701760853,1443.75742574257
701760855,1443.75742574257
701761778,1090.75974025974
701761889,1099.47740981452
701762377,1107.8543887858
701762429,1330.04174067496
701762780,1330.04174067496
701773299,1804.53069448191
701773781,1802.5457476641
701774622,1699.37709126273
701766589,1352.87142857143
701753964,878.041578803861
701754323,974.408376963351
701745451,1656.1317703894
701745622,1656.1317703894
701745803,1648.28303485128
701745918,1663.15416379904
701745990,1663.15416379904
701746486,1663.15416379904
701770793,1132.42919251092
701771021,1221.5
701787677,1308.97626411434
701775925,1149.87012976838
701776495,1174.92517006803
701773880,627.32967032967
701774749,883.637305699482
701763495,1275.47619047619
701742395,1292.65602548755
701742412,1292.65602548755
701755342,1302.3307467055
701755783,1312.83701861669
701763981,802.424068767908
701769744,1452.81487541506
701769805,1468.08371960273
701769474,1605.41622574956
701782073,1746.92777777778
701782124,1746.92777777778
701782841,1883.60328150969
701782993,1993.47085174856
701783116,1911.48803827751
701764232,1383.61159609911
701764170,1298.0737704918
701764230,1298.0737704918
701764441,1428.76567656766
701764482,1428.76567656766
701763835,1409.61918604651
701765165,1425.65537555228
701765272,1425.65537555228
701765367,1425.65537555228
701777429,930.092522179975
701777050,1249.01706565537
701777130,1238.39861834531
701777192,1146.17858459654
701777376,1161.03960953185
701777379,1218.15481948318
701774285,991.219123505976
701757312,1545.31434728335
701755340,1396.48489425982
701755561,1495.69066666667
701764029,900.722666666667
701770924,1607.29321266968
701784465,1348.46360454643
701784447,1441.19682083279
701784533,1461.23814229249
701785267,1145.17595094479
701786020,1166.50275836705
701765658,1446.69981679122
701765881,1455.28813389739
701765974,1436.27011494253
701765986,1459.17073170732
701766065,1459.17073170732
701766096,1459.17073170732
701766120,1459.17073170732
701766133,1456.33290877556
701766231,1454.3930400395
701766285,1454.3930400395
701766374,1454.3930400395
701766412,1454.3930400395
701766414,1455.93054567799
701766457,1455.93054567799
701766461,1455.72924957223
701792972,1608.99970344695
701792995,1584.65803108808
701793013,1584.65803108808
701773059,1223.83208955224
701773437,1223.83208955224
701757643,1521.61698113208
701759967,1438.74805928017
701766282,1199.34900895107
701766783,1125.28182589746
701767118,1125.28182589746
701757518,879.867069486405
701753442,1670.66209993018
701753470,1689.12264150943
701753480,1690.07313397747
701760689,1484.69457013575
701760859,1484.69457013575
701761025,1484.69457013575
701761402,1470.94230769231
701761421,1470.94230769231
701761583,1462.2468472375
701772933,1400.24667931689
701774400,1697.5985688001
701774588,1717.98730238716
701781343,1571.0225660864
701785357,925.986754966887
701785640,1227.96118721461
701785650,1050.56914507209
701778641,1128.92376681614
701779277,1098.3978067787
701792317,1157.41051314143
701792596,1587.73587424696
701792632,1816.54331550802
701792668,1816.54331550802
701792738,1816.54331550802
701774263,1172.96246648794
701774456,1172.96246648794
701773454,1244.28361858191
701773473,1244.28361858191
701773474,1215.8501362992
701762418,1209.12045454545
701765031,856.560305343511
701765063,856.560305343511
701759970,1159.15937940762
701762420,1420.87592592593
701773827,1744.64810584192
701774000,1759.65708812261
701785416,1377.06711409396
701792888,1612.77913732428
701792599,1578.59564842679
701792468,1620.16077738516
701772600,705.597133531528
701760939,1354.62166885103
701760982,1354.62166885103
701761151,1354.62166885103
701761190,1352.98050080112
701753106,1489.18276972625
701770862,646.051181102362
701770870,646.051181102362
701768433,1294.64221285172
701768778,1433.51714731099
701769671,1272.64974961416
701769833,1134.51261908761
701770173,1093.00191534033
701770311,1090.39018066325
701770636,1029.55734071384
701770656,1059.1922969201
701770746,1080.39230769231
701770991,1000.42041104707
701771012,816.977961224247
701771062,801.047773200189
701771081,801.047773200189
701783553,1897.48412909269
701783648,1897.48412909269
701785636,1459.12114537445
701785771,1330.42469135802
701784656,1593.82432432432
701784944,1715.79963585163
701784971,1707.83516451591
701782319,1270.16478751084
701782026,1096.29898115737
701792779,1595.26878612717
701756919,1364.27316657192
701758431,1364.27316657192
701759756,1394.67664381643
701748147,1564.88695652174
701745729,1648.5037593985
701746212,1655.04120177404
701746620,1627.05286245048
701747669,1621.3110513567
701766806,1487.06008583691
701767391,1377.55382215289
701776470,1576.73056831922
701778024,1570.76998368679
701787141,1299.69101123596
701787543,1230.87521664396
701787734,1230.87521664396
701785123,1401.73997342671
701792866,1209.08524904215
701792903,1276.81510766792
701768255,844.973684210526
701768366,778.063680521501
701768501,774.040916247454
701754839,1480.08187134503
701756503,1722.40816326531
701756528,1722.40816326531
701755280,819.261626471142
701753562,922.263622974963
701754635,922.263622974963
701760198,1035.66304536704
701760461,987.974352189309
701760487,986.466793907861
701758813,714.99158580716
701758878,725.056938878721
701757170,733.25641025641
701756942,822.63381443299
701756985,822.63381443299
701758062,918.740432893928
701758105,973.970792767733
701757762,897.405213270142
701757769,897.405213270142
701743706,1263.93279569892
701754641,1066.09430129404
701754654,1066.13534927053
701755434,1099.41717791411
701744797,1487.05
701745087,1534.01444212191
701745307,1479.23243844734
701745352,1479.23243844734
701744446,1321.44163131367
701744480,1322.66113606702
701744496,1322.66113606702
701744553,1322.66113606702
701745568,1443.45584768352
701745572,1443.45584768352
701745596,1443.45584768352
701745606,1443.45584768352
701745623,1443.45584768352
701745703,1444.39657922626
701745942,1442.87326847154
701746065,1446.22103386809
701746856,1446.22103386809
701756138,1138.91612903226
701756196,1138.91612903226
701743607,1210.91943957968
701743731,1210.91943957968
701743863,1219.03925335673
701743891,1225.56657103959
701743903,1216.37239546385
701743908,1214.78696827739
701743932,1216.83976352794
701749301,945.563612637179
701754158,1306.38622556267
701754593,1297.65782205885
701754676,1297.65782205885
701778582,1254.15977443609
701778625,1297.41022232902
701778649,1270.34152679361
701776786,727.622950819672
701777084,853.815712900097
701782852,1658.71544715447
701792074,1603.49920073066
701792081,1603.49920073066
701792089,1618.9926114431
701792127,1608.34037558685
701792149,1608.34037558685
701792150,1627.28175463626
701792467,1671.57925072046
701792521,1671.57925072046
701770038,973.199430303755
701770447,973.199430303755
701771131,1222.27897350993
701771163,1222.27897350993
701771166,1222.27897350993
701771219,1222.27897350993
701754968,900.099916036944
701760492,1490.00775235017
701760522,1478.03356903021
701760582,1475.17924528302
701760785,1475.17924528302
701770523,1046.39636363636
701783071,1558.66350664283
701783082,1558.66350664283
701783393,1558.66350664283
701782651,1620.39195230999
701766309,1125.94758630845
701766509,1099.80017025897
701766173,1146.25343811395
701788605,1375.08401976936
701776104,1082.31338748363
701776449,1072.15370018975
701775610,1073.50915948276
701775637,1073.50915948276
701775917,1073.50915948276
701756430,1334.74031763528
701778470,1653.62890635127
701782835,2023.82091346154
701787485,1254.8551061008
701788119,1254.8551061008
701773674,1164.17749825297
701772770,1301.75475687104
701773021,1301.75475687104
701773459,1244.21366884755
